Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
FÉVRIER 2016;61309;Perche en Nocé;61309;Nocé;;;PERCHE EN NOCE;NOCE;;;;NOCE;;
FÉVRIER 2016;61309;Perche en Nocé;61337;Préaux-du-Perche;;;PERCHE EN NOCE;PREAUX DU PERCHE;;;;PREAUX DU PERCHE;;
FÉVRIER 2016;61324;Passais Villages;61455;Saint-Siméon;;;PASSAIS VILLAGES;ST SIMEON;;;;ST SIMEON;;
DÉCEMBRE 2016;61339;Putanges-le-Lac;61174;Forêt-Auvray (La);;;PUTANGES LE LAC;LA FORET AUVRAY;;;;LA FORET AUVRAY;;
DÉCEMBRE 2016;61339;Putanges-le-Lac;61179;Fresnaye-au-Sauvage (La);;;PUTANGES LE LAC;LA FRESNAYE AU SAUVAGE;;;;LA FRESNAYE AU SAUVAGE;;
DÉCEMBRE 2016;61339;Putanges-le-Lac;61354;Rotours (Les);;;PUTANGES LE LAC;LES ROTOURS;;;;LES ROTOURS;;
DÉCEMBRE 2016;61339;Putanges-le-Lac;61364;Saint-Aubert-sur-Orne;;;PUTANGES LE LAC;ST AUBERT SUR ORNE;;;;ST AUBERT SUR ORNE;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61131;Courménil;;;GOUFFERN EN AUGE;COURMENIL;;;;COURMENIL;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61157;Exmes;;;GOUFFERN EN AUGE;EXMES;;;;EXMES;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61474;Silly-en-Gouffern;;;GOUFFERN EN AUGE;SILLY EN GOUFFERN;;;;SILLY EN GOUFFERN;;
DÉCEMBRE 2016;61484;Val-au-Perche;61185;Gémages;;;VAL AU PERCHE;GEMAGES;;;;GEMAGES;;
FÉVRIER 2016;61491;Tourouvre au Perche;61045;Bivilliers;;;TOUROUVRE AU PERCHE;BIVILLIERS;;;;BIVILLIERS;;
FÉVRIER 2016;61491;Tourouvre au Perche;61065;Bubertré;;;TOUROUVRE AU PERCHE;BUBERTRE;;;;BUBERTRE;;
FÉVRIER 2016;61491;Tourouvre au Perche;61090;Champs;;;TOUROUVRE AU PERCHE;CHAMPS;;;;CHAMPS;;
OCTOBRE 2019;62154;Bonnières;62154;Bonnières;;;BONNIERES;;;;;BONNIERES;;
SEPTEMBRE 2016;62471;Bellinghem;62431;Herbelles;;;BELLINGHEM;HERBELLES;;;;HERBELLES;;
SEPTEMBRE 2016;62471;Bellinghem;62471;Inghem;;;BELLINGHEM;INGHEM;;;;INGHEM;;
DÉCEMBRE 2018;63226;Mur-sur-Allier;63133;Dallet;;;MUR SUR ALLIER;DALLET;;;;DALLET;;
FÉVRIER 2016;63255;Nonette-Orsonnette;63255;Nonette;;;NONETTE ORSONNETTE;NONETTE;;;;NONETTE;;
FÉVRIER 2016;65282;Loudenvielle;65282;Loudenvielle;;;LOUDENVIELLE;;;;;LOUDENVIELLE;;
MAI 2018;67153;Geiswiller-Zœbersdorf;67560;Zœbersdorf;;;GEISWILLER ZOEBERSDORF;ZOEBERSDORF;;;;ZOEBERSDORF;;
DÉCEMBRE 2018;67418;Rountzenheim-Auenheim;67014;Auenheim;;;ROUNTZENHEIM AUENHEIM;AUENHEIM;;;;AUENHEIM;;
DÉCEMBRE 2018;67418;Rountzenheim-Auenheim;67418;Rountzenheim;;;ROUNTZENHEIM AUENHEIM;ROUNTZENHEIM;;;;ROUNTZENHEIM;;
FÉVRIER 2016;67495;Truchtersheim;67374;Pfettisheim;;;TRUCHTERSHEIM;PFETTISHEIM;;;;PFETTISHEIM;;
FÉVRIER 2016;68056;Brunstatt-Didenheim;68056;Brunstatt;;;BRUNSTATT DIDENHEIM;BRUNSTATT;;;;BRUNSTATT;;
FÉVRIER 2016;68056;Brunstatt-Didenheim;68070;Didenheim;;;BRUNSTATT DIDENHEIM;DIDENHEIM;;;;DIDENHEIM;;
JANVIER 2016;68162;Kaysersberg Vignoble;68162;Kaysersberg;;;KAYSERSBERG VIGNOBLE;KAYSERSBERG;;;;KAYSERSBERG;;
DÉCEMBRE 2016;68219;Haut Soultzbach (Le);68314;Soppe-le-Haut;;;LE HAUT SOULTZBACH;SOPPE LE HAUT;;;;SOPPE LE HAUT;;
FÉVRIER 2016;68320;Spechbach;68320;Spechbach-le-Haut;;;SPECHBACH;SPECHBACH LE HAUT;;;;SPECHBACH LE HAUT;;
DÉCEMBRE 2018;69019;Belleville-en-Beaujolais;69211;Saint-Jean-d'Ardières;;;BELLEVILLE EN BEAUJOLAIS;ST JEAN D ARDIERES;;;;ST JEAN D ARDIERES;;
DÉCEMBRE 2018;69135;Deux-Grosnes;69224;Saint-Mamert;;;DEUX GROSNES;ST MAMERT;;;;ST MAMERT;;
JUILLET 2019;69157;Vindry-sur-Turdine;69147;Olmes (Les);;;VINDRY SUR TURDINE;LES OLMES;;;;LES OLMES;;
DÉCEMBRE 2016;69159;Porte des Pierres Dorées *;69114;Liergues;;;PORTE DES PIERRES DOREES;LA COMBE;;;;LIERGUES;LA COMBE;
DÉCEMBRE 2016;69159;Porte des Pierres Dorées *;69114;Liergues;;;PORTE DES PIERRES DOREES;LIERGUES;;;;LIERGUES;;
DÉCEMBRE 2016;69159;Porte des Pierres Dorées *;69159;Pouilly-le-Monial;;;PORTE DES PIERRES DOREES;POUILLY LE MONIAL;;;;POUILLY LE MONIAL;;
DÉCEMBRE 2018;69159;Porte des Pierres Dorées;69159;Porte des Pierres Dorées;;;PORTE DES PIERRES DOREES;LIERGUES;;;;PORTE DES PIERRES DOREES;LIERGUES;
DÉCEMBRE 2018;69159;Porte des Pierres Dorées;69159;Porte des Pierres Dorées;;;PORTE DES PIERRES DOREES;POUILLY LE MONIAL;;;;PORTE DES PIERRES DOREES;POUILLY LE MONIAL;
OCTOBRE 2018;69179;Beauvallon;69213;Saint-Jean-de-Touslas;;;BEAUVALLON;ST JEAN DE TOUSLAS;;;;ST JEAN DE TOUSLAS;;
DÉCEMBRE 2016;69228;Chabanière;69237;Saint-Sorlin;;;CHABANIERE;ST SORLIN;;;;ST SORLIN;;
DÉCEMBRE 2016;70489;Servance-Miellin;70345;Miellin;;;SERVANCE MIELLIN;MIELLIN;;;;MIELLIN;;
OCTOBRE 2019;71134;Navour-sur-Grosne;71304;Montagny-sur-Crosne;;;NAVOUR SUR GROSNE;MONTAGNY SUR GROSNE;;;;MONTAGNY SUR GROSNE;;
DÉCEMBRE 2016;71279;Rousset-Marizy (Le);71279;Marizy;;;LE ROUSSET MARIZY;MARIZY;;;;MARIZY;;
DÉCEMBRE 2018;72080;Cherré-Au;72080;Cherré;;;CHERRE AU;CHERRE;;;;CHERRE;;
DÉCEMBRE 2018;72128;Val d’Étangson;72128;Évaillé;;;VAL D ETANGSON;EVAILLE;;;;EVAILLE;;
JUILLET 2019;72138;Fresnay-sur-Sarthe;72138;Fresnay-sur-Sarthe;;;FRESNAY SUR SARTHE;;;;;FRESNAY SUR SARTHE;;
JUILLET 2019;72138;Fresnay-sur-Sarthe;72284;Saint-Germain-sur-Sarthe;;;FRESNAY SUR SARTHE;ST GERMAIN SUR SARTHE;;;;ST GERMAIN SUR SARTHE;;
OCTOBRE 2018;72176;Lude (Le);72117;Dissé-sous-le-lude;;;LE LUDE;DISSE SOUS LE LUDE;;;;DISSE SOUS LE LUDE;;
OCTOBRE 2017;72262;Loir en Vallée;72159;Lavenay;;;LOIR EN VALLEE;LAVENAY;;;;LAVENAY;;
FÉVRIER 2016;73006;Aime-la-Plagne;73006;Aime;;;AIME LA PLAGNE;LONGEFOY;;;;AIME;LONGEFOY;
DÉCEMBRE 2016;73010;Entrelacs;73158;Mognard;;;ENTRELACS;MOGNARD;;;;MOGNARD;;
DÉCEMBRE 2016;73010;Entrelacs;73239;Saint-Girod;;;ENTRELACS;ST GIROD;;;;ST GIROD;;
DÉCEMBRE 2018;73135;Tour-en-Maurienne (La);73203;Pontamafrey-Montpascal;;;LA TOUR EN MAURIENNE;PONTAMAFREY MONTPASCAL;;;;PONTAMAFREY MONTPASCAL;;
DÉCEMBRE 2016;73150;Plagne Tarentaise (La);73038;Bellentre;;;LA PLAGNE TARENTAISE;BELLENTRE;;;;BELLENTRE;;
OCTOBRE 2019;73187;Léchère (La);73187;Léchère (La);;;LA LECHERE;PETIT CŒUR;;;;LA LECHERE;PETIT CŒUR;
OCTOBRE 2017;73227;Courchevel;73198;Perrière (La);;;COURCHEVEL;LA PERRIERE;;;;LA PERRIERE;;
DÉCEMBRE 2018;73236;Saint-Genix-les-Villages;73236;Saint-Genix-sur-Guiers;;;ST GENIX LES VILLAGES;ST GENIX SUR GUIERS;;;;ST GENIX SUR GUIERS;;
DÉCEMBRE 2016;73257;Belleville (Les) *;73257;Saint-Martin-de-Belleville;;;LES BELLEVILLE;VAL THORENS;;;;ST MARTIN DE BELLEVILLE;VAL THORENS;
DÉCEMBRE 2016;73257;Belleville (Les) *;73257;Saint-Martin-de-Belleville;;;LES BELLEVILLE;ST MARTIN DE BELLEVILLE;;;;ST MARTIN DE BELLEVILLE;;
DÉCEMBRE 2016;73257;Belleville (Les) *;73321;Villarlurin;;;LES BELLEVILLE;VILLARLURIN;;;;VILLARLURIN;;
DÉCEMBRE 2018;73257;Belleville (Les);73257;Belleville (Les);;;LES  BELLEVILLE;ST MARTIN DE BELLEVILLE;;;;LES  BELLEVILLE;ST MARTIN DE BELLEVILLE;
DÉCEMBRE 2016;73290;Val-Cenis;73287;Sollières-Sardières;;;VAL CENIS;SOLLIERES SARDIERES;;;;SOLLIERES SARDIERES;;
DÉCEMBRE 2016;74010;Annecy;74010;Annecy;;;ANNECY;;;;;ANNECY;;
DÉCEMBRE 2016;74010;Annecy;74268;Seynod;;;ANNECY;BALMONT;;;;SEYNOD;BALMONT;
DÉCEMBRE 2016;74010;Annecy;74268;Seynod;;;ANNECY;VIEUGY;;;;SEYNOD;VIEUGY;
DÉCEMBRE 2016;74010;Annecy;74268;Seynod;;;ANNECY;SEYNOD;;;;SEYNOD;;
DÉCEMBRE 2016;74282;Fillière;74120;Évires;;;FILLIERE;EVIRES;;;;EVIRES;;
DÉCEMBRE 2016;74282;Fillière;74282;Thorens-Glières;;;FILLIERE;THORENS GLIERES;;;;THORENS GLIERES;;
JUILLET 2019;76041;Hauts-de-Caux (Les);76041;Autretot;;;LES HAUX DE CAUX;AUTRETOT;;;;AUTRETOT;;
OCTOBRE 2017;76146;Buchy;76127;Bosc-Roger-sur-Buchy;;;BUCHY;BOSC ROGER SUR BUCHY;;;;BOSC ROGER SUR BUCHY;;
FÉVRIER 2016;76164;Rives-en-Seine;76659;Saint-Wandrille-Rançon;;;RIVES EN SEINE;ST WANDRILLE RANCON;;;;ST WANDRILLE RANCON;;
FÉVRIER 2016;76164;Rives-en-Seine;76742;Villequier;;;RIVES EN SEINE;VILLEQUIER;;;;VILLEQUIER;;
FÉVRIER 2016;76276;Forges-les-Eaux;76277;Fossé (Le);;;FORGES LES EAUX;LE FOSSE;;;;LE FOSSE;;
FÉVRIER 2016;76289;Saint Martin de l'If;76289;Fréville;;;ST MARTIN DE L IF;FREVILLE;;;;FREVILLE;;
FÉVRIER 2016;76401;Arelaune-en-Seine;76401;Mailleraye-sur-Seine (La);;;ARELAUNE EN SEINE;LA MAILLERAYE SUR SEINE;;;;LA MAILLERAYE SUR SEINE;;
FÉVRIER 2016;76401;Arelaune-en-Seine;76625;Saint-Nicolas-de-Bliquetuit;;;ARELAUNE EN SEINE;ST NICOLAS DE BLIQUETUIT;;;;ST NICOLAS DE BLIQUETUIT;;
FÉVRIER 2016;76476;Port-Jérôme-sur-Seine;76701;Touffreville-la-Cable;;;PORT JEROME SUR SEINE;TOUFFREVILLE LA CABLE;;;;TOUFFREVILLE LA CABLE;;
DÉCEMBRE 2016;76618;Petit-Caux;;Glicourt;;;PETIT CAUX;GLICOURT;;;;GLICOURT;;
FÉVRIER 2017;76676;Sigy-en-bray;;;;;SIGY EN BRAY;;;;;SIGY EN BRAY;;
MARS 2016;77316;Moret Loing et Orvanne *;;Montarlot;;;MORET LOING ET ORVANNE;MONTARLOT;;;;MONTARLOT;;
OCTOBRE 2017;77316;Moret-Loing-et-Orvanne;;Moret-Loing-et-Orvanne;;;MORET LOING ET ORVANNE;EPISY;;;;MORET LOING ET ORVANNE;EPISY;
DÉCEMBRE 2018;77433;Beautheil-Saints;;Beautheil;;;BEAUTHEIL SAINTS;BEAUTHEIL;;;;BEAUTHEIL;;
JUILLET 2019;77504;Villemaréchal;;Saint-Ange-le-Viel;;;VILLEMARECHAL;ST ANGE LE VIEL;;;;ST ANGE LE VIEL;;
JUILLET 2019;77504;Villemaréchal;;Villemaréchal;;;VILLEMARECHAL;;;;;VILLEMARECHAL;;
JUILLET 2019;78551;Saint-Germain-en-Laye;;Fourqueux;;;ST GERMAIN EN LAYE;FOURQUEUX;;;;FOURQUEUX;;
JUILLET 2019;78551;Saint-Germain-en-Laye;;Saint-Germain-en-Laye;;;ST GERMAIN EN LAYE;;;;;ST GERMAIN EN LAYE;;
OCTOBRE 2019;79005;Airvault;;Tessonnière;;;AIRVAULT;TESSONNIERE;;;;TESSONNIERE;;
DÉCEMBRE 2016;79013;Argentonnay;;Argenton-les-Vallées;;;ARGENTONNAY;BOESSE;;;;ARGENTON LES VALLEES;BOESSE;
DÉCEMBRE 2016;79013;Argentonnay;;Moutiers-sous-Argenton;;;ARGENTONNAY;MOUTIERS SOUS ARGENTON;;;;MOUTIERS SOUS ARGENTON;;
DÉCEMBRE 2018;79014;Loretz-d'Argenton;;Argenton-l’Église;;;LORETZ D ARGENTON;ARGENTON L EGLISE;;;;ARGENTON L EGLISE;;
DÉCEMBRE 2018;79014;Loretz-d'Argenton;;Bouillé-Loretz;;;LORETZ D ARGENTON;BOUILLE LORETZ;;;;BOUILLE LORETZ;;
DÉCEMBRE 2018;79061;Celles-sur-Belle;;Celles-sur-Belle;;;CELLES SUR BELLE;VERRINES SOUS CELLES;;;;CELLES SUR BELLE;VERRINES SOUS CELLES;
DÉCEMBRE 2018;79061;Celles-sur-Belle;;Celles-sur-Belle;;;CELLES SUR BELLE;;;;;CELLES SUR BELLE;;
OCTOBRE 2019;79077;Beugnon-Thireuil;;Chapelle-Thireuil (La);;;BEUGNON THIREUIL;LA CHAPELLE THIREUIL;;;;LA CHAPELLE THIREUIL;;
DÉCEMBRE 2017;79078;Plaine-d'Argenson*;;Prissé-la-Charrière;;;;;;;;PRISSE LA CHARRIERE;LA CHARRIERE;
DÉCEMBRE 2017;79078;Plaine-d'Argenson;;Prissé-la-Charrière;;;PLAINE D ARGENSON;PRISSE;;;;PRISSE LA CHARRIERE;PRISSE;
DÉCEMBRE 2018;79083;Chef-Boutonne;;Bataille (La);;;CHEF BOUTONNE;LA BATAILLE;;;;LA BATAILLE;;
DÉCEMBRE 2018;79105;Châteliers (Les);;Coutières;;;LES CHATELIERS;COUTIERES;;;;COUTIERES;;
DÉCEMBRE 2016;79136;Alloinay;;Gournay-Loizé;;;ALLOINAY;LOIZE;;;;GOURNAY LOIZE;LOIZE;
DÉCEMBRE 2018;79140;Valdelaume;;Pioussay;;;VALDELAUME;PIOUSSAY;;;;PIOUSSAY;;
DÉCEMBRE 2018;79174;Melle;;Saint-Martin-lès-Melle;;;MELLE;ST MARTIN LES MELLE;;;;ST MARTIN LES MELLE;;
OCTOBRE 2019;79179;Moncoutant-sur-Sèvre;;Chapelle-Saint-Etienne (La);;;MONCOUTANT SUR SEVRE;LA CHAPELLE ST ETIENNE;;;;LA CHAPELLE ST ETIENNE;;
OCTOBRE 2019;79179;Moncoutant-sur-Sèvre;;Pugny;;;MONCOUTANT SUR SEVRE;PUGNY;;;;PUGNY;;
DÉCEMBRE 2018;79196;Plaine-et-Vallées;;Oiron;;;PLAINE ET VALLEES;NOIZE;;;;OIRON;NOIZE;
DÉCEMBRE 2018;79196;Plaine-et-Vallées;;Taizé-Maulais;;;PLAINE ET VALLEES;MAULAIS;;;;TAIZE MAULAIS;MAULAIS;
DÉCEMBRE 2018;79196;Plaine-et-Vallées;;Taizé-Maulais;;;PLAINE ET VALLEES;TAIZE MAULAIS;;;;TAIZE MAULAIS;;
DÉCEMBRE 2018;79217;Prailles-La Couarde;;Prailles;;;PRAILLES LA COUARDE;PRAILLES;;;;PRAILLES;;
DÉCEMBRE 2018;79251;Marcillé;;Pouffonds;;;MARCILLE;POUFFONDS;;;;POUFFONDS;;
DÉCEMBRE 2018;79329;Thouars;;Mauzé-Thouarsais;;;THOUARS;RIGNE;;;;MAUZE THOUARSAIS;RIGNE;
DÉCEMBRE 2018;79334;Val-du-Mignon;;Priaires;;;VAL DU MIGNON;PRIAIRES;;;;PRIAIRES;;
DÉCEMBRE 2016;80295;Étinehem-Méricourt;;Méricourt-sur-Somme;;;ETINEHEM MERICOURT;MERICOURT SUR SOMME;;;;MERICOURT SUR SOMME;;
OCTOBRE 2019;80485;Ô-de-Selle;;Tilloy-lès-Conty;;;O DE SELLE;TILLOY LES CONTY;;;;TILLOY LES CONTY;;
DÉCEMBRE 2016;80621;Hypercourt;;Hyencourt-le-Grand;;;HYPERCOURT;HYENCOURT LE GRAND;;;;HYENCOURT LE GRAND;;
DÉCEMBRE 2016;81062;Fontrieu;;Castelnau-de-Brassac;;;FONTRIEU;CASTELNAU DE BRASSAC;;;;CASTELNAU DE BRASSAC;;
DÉCEMBRE 2016;81218;Puygouzon;;Puygouzon;;;PUYGOUZON;;;;;PUYGOUZON;;
OCTOBRE 2019;81233;Terre-de-Bancalié;;Saint-Lieux-Lafenasse;;;TERRE DE BANCALIE;ST LIEUX LAFENASSE;;;;ST LIEUX LAFENASSE;;
FÉVRIER 2016;85008;Aubigny-Les Clouzeaux;;Aubigny;;;AUBIGNY LES CLOUZEAUX;AUBIGNY;;;;AUBIGNY;;
DÉCEMBRE 2016;85084;Essarts en Bocage;;Sainte-Florence;;;ESSARTS EN BOCAGE;STE FLORENCE;;;;STE FLORENCE;;
DÉCEMBRE 2018;85146;Montaigu-Vendée;;Saint-Hilaire-de-Loulay;;;MONTAIGU VENDEE;ST HILAIRE DE LOULAY;;;;ST HILAIRE DE LOULAY;;
DÉCEMBRE 2016;85152;Achards (Les);;Chapelle-Achard (La);;;LES ACHARDS;LA CHAPELLE ACHARD;;;;LA CHAPELLE ACHARD;;
DÉCEMBRE 2018;85177;Velluire-sur-Vendée (Les);;Poiré-sur-Vélluire (Le);;;LES VELLUIRE SUR VENDEE;LE POIRE SUR VELLUIRE;;;;LE POIRE SUR VELLUIRE;;
DÉCEMBRE 2018;85177;Velluire-sur-Vendée (Les);;Velluire;;;LES VELLUIRE SUR VENDEE;VELLUIRE;;;;VELLUIRE;;
DÉCEMBRE 2018;85194;Sables-d'Olonne (Les);;Sables-d'Olonne (Les);;;LES SABLES D OLONNE;;;;;LES SABLES D OLONNE;;
OCTOBRE 2019;85302;Chanverrie;;Chambretaud;;;CHANVERRIE;CHAMBRETAUD;;;;CHAMBRETAUD;;
OCTOBRE 2019;85302;Chanverrie;;Verrie (La);;;CHANVERRIE;LA VERRIE;;;;LA VERRIE;;
DÉCEMBRE 2016;86019;Beaumont Saint-Cyr;;Beaumont;;;BEAUMONT ST CYR;LA TRICHERIE;;;;BEAUMONT;LA TRICHERIE;
OCTOBRE 2019;86082;Valence-en-Poitou;;Couhé;;;VALENCE EN POITOU;COUHE;;;;COUHE;;
DÉCEMBRE 2018;86123;Boivre-la-Vallée;;Benassay;;;BOIVRE LA VALLEE;BENASSAY;;;;BENASSAY;;
FÉVRIER 2016;86245;Senillé-Saint-Sauveur;;Saint-Sauveur;;;SENILLE ST SAUVEUR;ST SAUVEUR;;;;ST SAUVEUR;;
DÉCEMBRE 2016;86281;Saint Martin la Pallu *;;Vendeuvre-du-Poitou;;;ST MARTIN LA PALLU;VENDEUVRE DU POITOU;;;;VENDEUVRE DU POITOU;;
DÉCEMBRE 2018;86281;Saint-Martin-la-Pallu;;Saint Martin la Pallu;;;ST MARTIN LA PALLU;BLASLAY;;;;ST MARTIN LA PALLU;BLASLAY;
DÉCEMBRE 2018;86281;Saint-Martin-la-Pallu;;Saint Martin la Pallu;;;ST MARTIN LA PALLU;CHENECHE;;;;ST MARTIN LA PALLU;CHENECHE;
DÉCEMBRE 2018;86281;Saint-Martin-la-Pallu;;Saint Martin la Pallu;;;ST MARTIN LA PALLU;VENDEUVRE DU POITOU;;;;ST MARTIN LA PALLU;VENDEUVRE DU POITOU;
OCTOBRE 2017;88029;Vôge-les-Bains (La);;Harsault;;;LA VOGE LES BAINS;HARSAULT;;;;HARSAULT;;
FÉVRIER 2016;88465;Capavenir Vosges;;Thaon-les-Vosges;;;CAPAVENIR VOSGES;THAON LES VOSGES;;;;THAON LES VOSGES;;
JANVIER 2016;89086;Charny Orée de Puisaye;;Dicy;;;CHARNY OREE DE PUISAYE;DICY;;;;DICY;;
JANVIER 2016;89086;Charny Orée de Puisaye;;Malicorne;;;CHARNY OREE DE PUISAYE;MALICORNE;;;;MALICORNE;;
JANVIER 2016;89086;Charny Orée de Puisaye;;Saint-Denis-sur-Ouanne;;;CHARNY OREE DE PUISAYE;ST DENIS SUR OUANNE;;;;ST DENIS SUR OUANNE;;
JANVIER 2016;89196;Valravillon;;Villemer;;;VALRAVILLON;VILLEMER;;;;VILLEMER;;
JUILLET 2019;89197;Guillon-Terre-Plaine;;Guillon;;;GUILLON TERRE PLAINE;GUILLON;;;;GUILLON;;
DÉCEMBRE 2016;89411;Vallées de la Vanne (Les);;Theil-sur-Vanne;;;LES VALLEES DE LA VANNE;THEIL SUR VANNE;;;;THEIL SUR VANNE;;
OCTOBRE 2019;89420;Treigny-Perreuse-Sainte Colombe;;Treigny;;;TREIGNY PERREUSE STE COLOMBE;TREIGNY;;;;TREIGNY;;
FÉVRIER 2016;89441;Vermenton;;Sacy;;;VERMENTON;SACY;;;;SACY;;
FÉVRIER 2016;89441;Vermenton;;Vermenton;;;VERMENTON;;;;;VERMENTON;;
DÉCEMBRE 2018;01033;Valserhône;01033;Bellegarde-sur-Valserine;01033;01200;VALSERHONE;BELLEGARDE SUR VALSERINE;;01033;01200;BELLEGARDE SUR VALSERINE;;
DÉCEMBRE 2018;01033;Valserhône;01091;Châtillon-en-Michaille;01033;01200;VALSERHONE;VOUVRAY;01458;01091;01200;CHATILLON EN MICHAILLE;VOUVRAY;01458
DÉCEMBRE 2018;01033;Valserhône;01205;Lancrans;01033;01200;VALSERHONE;LANCRANS;01205;01205;01200;LANCRANS;;
JUILLET 2019;01036;Valromey-sur-Séran;01036;Belmont-Luthézieu;01036;01260;VALROMEY SUR SERAN;LUTHEZIEU;01226;01036;01260;BELMONT LUTHEZIEU;LUTHEZIEU;01226
DÉCEMBRE 2016;01098;Chazey-Bons;01316;Pugieu;01098;01510;CHAZEY BONS;PUGIEU;01316;01316;01510;PUGIEU;;
JUILLET 2019;01185;Plateau d'Hauteville;01185;Hauteville-Lompnes;01185;01110;PLATEAU D HAUTEVILLE;HAUTEVILLE LOMPNES;;01185;01110;HAUTEVILLE LOMPNES;;
JUILLET 2019;01185;Plateau d'Hauteville;01417;Thézillieu;01185;01110;PLATEAU D HAUTEVILLE;THEZILLIEU;01417;01417;01110;THEZILLIEU;;
DÉCEMBRE 2016;01187;Haut Valromey;01292;Petit-Abergement (Le);01187;01260;HAUT VALROMEY;LE PETIT ABERGEMENT;01292;01292;01260;LE PETIT ABERGEMENT;;
DÉCEMBRE 2016;01187;Haut Valromey;01409;Songieu;01187;01260;HAUT VALROMEY;SONGIEU;01409;01409;01260;SONGIEU;;
FÉVRIER 2016;01204;Poizat-Lalleyriat (Le);01204;Lalleyriat;01204;01130;LE POIZAT LALLEYRIAT;LALLEYRIAT;;01204;01130;LALLEYRIAT;;
OCTOBRE 2019;01215;Surjoux-Lhopital;01215;Lhôpital;01215;01420;SURJOUX LHOPITAL;LHOPITAL;;01215;01420;LHOPITAL;;
FÉVRIER 2016;01286;Parves et Nattages;01271;Nattages;01286;01300;PARVES ET NATTAGES;NATTAGES;01271;01271;01300;NATTAGES;;
DÉCEMBRE 2016;01426;Val-Revermont;01312;Pressiat;01426;01370;VAL REVERMONT;PRESSIAT;01312;01312;01370;PRESSIAT;;
DÉCEMBRE 2018;02018;Anizy-le-Grand;02018;Anizy-le-Château;02018;02320;ANIZY LE GRAND;ANIZY LE CHATEAU;;02018;02320;ANIZY LE CHATEAU;;
DÉCEMBRE 2016;02053;Vallées en Champagne;02669;Saint-Agnan;02053;02330;VALLEES EN CHAMPAGNE;ST AGNAN;02669;02669;02330;ST AGNAN;;
DÉCEMBRE 2016;02458;Dhuys et Morin-en-Brie;02147;Celle-sous-Montmirail (La);02458;02540;DHUYS ET MORIN EN BRIE;LA CELLE SOUS MONTMIRAIL;02147;02147;02540;LA CELLE SOUS MONTMIRAIL;;
DÉCEMBRE 2016;02458;Dhuys et Morin-en-Brie;02325;Fontenelle-en-Brie;02458;02540;DHUYS ET MORIN EN BRIE;FONTENELLE EN BRIE;02325;02325;02540;FONTENELLE EN BRIE;;
DÉCEMBRE 2016;03158;Haut-Bocage;03158;Maillet;03158;03190;HAUT BOCAGE;MAILLET;;03158;03190;MAILLET;;
OCTOBRE 2017;04033;Ubaye-Serre-Ponçon;04033;Bréole (La);04033;04340;UBAYE SERRE PONCON;LA BREOLE;;04033;04340;LA BREOLE;;
FÉVRIER 2016;04120;Val d'Oronaye;04100;Larche;04120;04530;VAL D ORONAYE;LARCHE;04100;04100;04530;LARCHE;;
DÉCEMBRE 2016;05101;Vallouise-Pelvoux;05101;Pelvoux;05101;05340;VALLOUISE PELVOUX;AILEFROIDE;;05101;05340;PELVOUX;AILEFROIDE;
JUILLET 2019;07103;Saint-Julien-d'Intres;07103;Intres;07103;07320;ST JULIEN D INTRES;INTRES;;07103;07320;INTRES;;
DÉCEMBRE 2018;07262;Saint-Laurent-les-Bains-Laval-d'Aurelle;07135;Laval-d'Aurelle;07262;07590;ST LAURENT BAINS LAVAL D AURELLE;LAVAL D AURELLE;07135;07135;07590;LAVAL D AURELLE;;
DÉCEMBRE 2016;08053;Bazeilles;08053;Bazeilles;08053;08140;BAZEILLES;;;08053;08140;BAZEILLES;;
DÉCEMBRE 2016;08116;Bairon et ses environs;08116;Chesne (Le);08116;08390;BAIRON ET SES ENVIRONS;LE CHESNE;;08116;08390;LE CHESNE;;
OCTOBRE 2019;08173;Flize;08152;Élan;08173;08160;FLIZE;ELAN;08152;08152;08160;ELAN;;
FÉVRIER 2016;08198;Grandpré;08441;Termes;08198;08250;GRANDPRE;TERMES;08441;08441;08250;TERMES;;
JUILLET 2016;08490;Vouziers;08490;Vouziers;08490;08400;VOUZIERS;BLAISE;08068;08490;08400;VOUZIERS;BLAISE;08068
DÉCEMBRE 2016;11080;Val de Lambronne;11171;Gueytes-et-Labastide;11080;11230;VAL DE LAMBRONNE;GUEYTES ET LABASTIDE;11171;11171;11230;GUEYTES ET LABASTIDE;;
FÉVRIER 2016;12076;Conques-en-Rouergue;12218;Saint-Cyprien-sur-Dourdou;12076;12320;CONQUES EN ROUERGUE;ST CYPRIEN SUR DOURDOU;12218;12218;12320;ST CYPRIEN SUR DOURDOU;;
